VIN-NR,MAKE-OF-CAR,MODEL-Short,MODEL-YEAR
YV4AC2HK5N2767364,VOLV,XC4,2022
3C6UR5DL3FG539037,RAM ,   ,2015
1FTYE2CM6HKB32372,FORD,   ,2017
1FTEW1CB4NKF06482,FORD,   ,2022
1N4AL11D86N361075,NISS,ALT,2006
1GCFG15T261192894,CHEV,EXP,2006
1FTEW1EF6FKD39933,FORD,   ,2015
1FM5K7D8XFGB80334,FORD,XPL,2015
1GTW7AFPXP1116004,GMC ,   ,2023
1C4RDHAG8KC716376,DODG,   ,2019
JTDEPMAE4N3016212,TOYT,COA,2022
3GKFK16R2XG550536,GMC ,SUB,1999
1FTFX1CF7DKF33341,FORD,   ,2013
1HTSCABM21H356378,INTL,   ,2001
3C4PDCDG4DT601559,DODG,JNY,2013
1FD8W3HTXHEF30830,FORD,   ,2017
2G4WS52J521286907,BUIC,CEN,2002
WAUENAF46HN015590,AUDI,AA4,2017
4T1BG22K2YU735545,TOYT,CAM,2000
5N1BT3BA2PC735641,NISS,RGE,2023
1G1JC5SH3F4162839,CHEV,SON,2015
KNDPM3AC7K7507789,KIA ,   ,2019
1D7HA18N45S180901,DODG,   ,2005
1HGCR2F31FA124590,HOND,ACC,2015
1GC1KVCGXDF215022,CHEV,   ,2013
1B7MC3364YJ166764,DODG,   ,2000
1FDRF3GTXBEC38060,FORD,   ,2011
5XYRKDLF4PG185330,KIA ,SOR,2023
3GKEC16Z42G357533,GMC ,YUK,2002
1GT01REG1JZ288521,GMC ,   ,2018
3C6UR5FJ6GG310803,RAM ,   ,2016
4T1K61AK0LU378213,TOYT,CAM,2020
1C6RR6VT3FS614046,RAM ,   ,2015
1UJBJ0BN5N17V1482,JAFL,   ,2022
1FT7X2B68HEE20918,FORD,   ,2017
1G1JC5SH4D4248027,CHEV,RCN,2013
3GNEC12037G119044,CHEV,   ,2007
2NP2HM6X9KM475318,PTRB,   ,2019
2T3W1RFV0NC210228,TOYT,   ,2022
5N1AZ2MG2JN202576,NISS,MUR,2018
3C6UR5PL3JG202498,RAM ,   ,2018
           218470,MERC,   ,1940
2G61S5S38D9111008,CADI,XTS,2013
1FTEW1E59KKC07248,FORD,   ,2019
JTELU5JR7P6140612,TOYT,4RN,2023
W1K6G6DBXNA160544,MERZ,S5V,2022
1D7HA18N64S716679,DODG,   ,2004
5N1DR2CN5LC619041,NISS,PTH,2020
1FTHX26GXPKB34396,FORD,   ,1993
1GTEC19M3WE517622,GMC ,   ,1998
1FMJU1HT2LEA42766,FORD,XPD,2020
5N1AT3AA4MC697130,NISS,RGE,2021
1FTRS4X82NKA06611,FORD,   ,2022
4T1G11AK5LU329366,TOYT,CAM,2020
1GT12REY2KF240877,GMC ,   ,2019
1FATP8UHXH5205238,FORD,MUS,2017
1FTYR10U68PA83339,FORD,   ,2008
2GCEC19T341268566,CHEV,   ,2004
5GAKRCKD3DJ255470,BUIC,ENC,2013
1GCPDDEK8PZ288165,CHEV,   ,2023
1GCSKPE31AZ263643,CHEV,   ,2010
KNADM4A34H6027875,KIA ,RIO,2017
1C6RD6FP9CS235919,DODG,   ,2012
1BAKGCPA7GF321877,BLUB,   ,2016
1M2GR2GC2LM017598,MACK,   ,2020
4T1BF1FK1CU130786,TOYT,CAM,2012
JM3KE2DY8G0636303,MAZD,CX5,2016
1GTCS136858259941,GMC ,   ,2005
3C7WRMDL6NG102355,RAM ,   ,2022
JTJAM7BX2N5307625,LEXS,GX ,2022
1FAHP2L8XGG148336,FORD,TAU,2016
3FTTW8E94NRA11561,FORD,   ,2022
3C6UR5DL2NG120823,RAM ,   ,2022
5N1AZ2MG7HN116206,NISS,MUR,2017
WDDSJ4EB5JN581108,MERZ,CLA,2018
5J6RW1H89NA013959,HOND,CRV,2022
WDC0G4JB2KV154633,MERZ,GLC,2019
JTHBA30GX55110258,LEXS,ES ,2005
2C4RDGEG3KR739267,DODG,GCA,2019
3ALMG3FM6PDUC7385,FRHT,   ,2023
1FTEX1C88AKE21821,FORD,   ,2010
4S3BNAK62H3042441,SUBA,LEG,2017
JTDKDTB31C1501662,TOYT,PRI,2012
5NMJF3AE1NH148714,HYUN,TCN,2022
1FMYU03153KC42265,FORD,   ,2003
1GYKPCRS8PZ122843,CADI,XT6,2023
3TMMU4FN7EM065237,TOYT,   ,2014
KL4CJASB4HB042549,BUIC,ENC,2017
1HGCY2F79PA010005,HOND,ACC,2023
1GNSCSKD0PR117666,CHEV,TAH,2023
3GTUUDED3NG599021,GMC ,   ,2022
JF2SKAXC5LH461534,SUBA,FOR,2020
2C3CDZBG6FH804750,DODG,CHA,2015
2GTEC19K2P1547910,GMC ,   ,1993
4T1BZ1FB0KU034816,TOYT,AVA,2019
1J4RS4GT0BC681281,JEEP,CHE,2011
1C4HJXEN9JW222757,JEEP,WRA,2018
1GCGK13U13F128195,CHEV,   ,2003
3GKEC16T0YG201428,GMC ,YUK,2000
1GNERHKW5LJ263893,CHEV,TRV,2020
1FM5K8HC3MGA64068,FORD,   ,2021
JN1BJ1CV9LW542544,NISS,ROG,2020
1FDES8PM2JKA73704,FORD,   ,2018
1D7HA16N14J221914,DODG,   ,2004
1J4FY29P4WP700662,JEEP,   ,1998
JF2SJADC3FH413462,SUBA,FOR,2015
1C4NJCBA7GD705147,JEEP,CMP,2016
1FTFX1CF9CFB44613,FORD,   ,2012
1FTYR10D39PA16554,FORD,   ,2009
1FTRW07L41KF50930,FORD,   ,2001
1GTP8BED3KZ268196,GMC ,   ,2019
2MEFM75W65X636837,MERC,   ,2005
1FDUF5GT4CEA60590,FORD,   ,2012
JHLRW2H90KX003899,HOND,   ,2019
JYARN15E46A001525,YAMA,   ,2006
5FNYF7H9XKB009435,HOND,PAS,2019
1GCGSBEN7H1267148,CHEV,   ,2017
5NMJF3AE4NH089027,HYUN,TCN,2022
1G4HR54K73U287038,BUIC,LES,2003
1GCRCREA4BZ452469,CHEV,   ,2011
3GCUKREC2HG412365,CHEV,   ,2017
1GKS1BKCXFR525617,GMC ,YUK,2015
2LMDJ6JK9BBJ33133,LINC,MKX,2011
1FD8X3HN9MEC65925,FORD,   ,2021
1GTHC23153F161326,GMC ,   ,2003
1FAFP40402F144623,FORD,MUS,2002
1G1ZD5ST6MF009961,CHEV,MAL,2021
1FDXE4FS2FDA10347,NEXS,   ,2016
1HGCV1F30NA038109,HOND,ACC,2022
1GCEC19V25Z211981,CHEV,   ,2005
5TDJKRFH1FS127118,TOYT,   ,2015
1GCFG15X941171024,CHEV,EXP,2004
1GCEK19T84Z157229,CHEV,   ,2004
3GTU2UEC3EG180423,GMC ,   ,2014
5TFRY5F10LX268572,TOYT,   ,2020
55SWF4JB0HU206074,MERZ,C  ,2017
1N6BA07AX5N552830,NISS,   ,2005
3PCAJ5M15LF101221,INFI,   ,2020
1FTEW1CF2HFC42565,FORD,   ,2017
1FTMF1C52KKE82877,FORD,   ,2019
KNDJ63AUXL7113326,KIA ,SOL,2020
YV4AC2HK9L2242501,VOLV,   ,2020
2HGFC1F31MH702629,HOND,CIV,2021
WA1LFAFP6EA062424,AUDI,Q5 ,2014
JN8AZ2ND1C9716458,INFI,Q56,2012
ML32AWHJ4NH001122,MITS,MIR,2022
3C4NJCBB3NT141884,JEEP,CMP,2022
3GCPCREC8JG605068,CHEV,   ,2018
1FMCU0D72AKB07464,FORD,ECP,2010
5N1AZ2DS9LN120514,NISS,MUR,2020
4KAMUMMM7GB089132,IC  ,   ,2016
1FTRF12268KF00013,FORD,   ,2008
1HGCV2F34JA042535,HOND,ACC,2018
1GC1KVE88FF597947,CHEV,   ,2015
3GNEC16ZX3G291347,CHEV,   ,2003
1FMSK7DH6LGC74726,FORD,   ,2020
JN8AF5MR7BT007669,NISS,JUK,2011
1FTDX1725VKD59169,FORD,   ,1997
1FTFW1E8XPFB78972,FORD,   ,2023
1FMSK7DHXLGC22290,FORD,EXP,2020
5TDYZRFH3JS253435,TOYT,HDR,2018
1GC1KUEY1KF151160,CHEV,   ,2019
1B4GP44GXXB508996,DODG,CVN,1999
2C3CCAEG2EH249150,CHRY,300,2014
JT3GN86R8V0038060,TOYT,4RN,1997
4UZABRFC9LCLZ0342,THAS,   ,2020
5TDYK3EH9BS046536,TOYT,HGH,2011
1FT7W2BT5FEB61360,FORD,   ,2015
WA1BNAFY1J2042254,AUDI,Q5 ,2018
JM3KE2DY1F0462315,MAZD,CX5,2015
1FM5K8AR9JGC34184,FORD,   ,2018
5UXKU2C53J0X48452,BMW ,   ,2018
1FMCU0G63LUC46724,FORD,   ,2020
3GCPCREC3FG495182,CHEV,   ,2015
1XPXD49X39N782030,PTRB,   ,2009
1FT7W2BT8HEF06318,FORD,   ,2017
1G4GD5E36CF302683,BUIC,LCR,2012
3D7ML48C26G111559,DODG,   ,2006
1FAHP3FN3AW276664,FORD,FOC,2010
1XP5DB9X5RN353936,PTRB,   ,1994
4DRBRABP24B965978,INTL,   ,2004
KMHCT5AE7GU289792,HYUN,ACC,2016
3FA6P0G71FR274430,FORD,FUS,2015
5FNYF5H44KB000304,HOND,PLT,2019
1N4AL11D96N361697,NISS,RCN,2006
5N3AA08D28N907102,INFI,   ,2008
JTMRJREV2HD067183,TOYT,RV4,2017
1GKS1KE07ER139057,GMC ,YUK,2014
4T1BK3DB3BU382693,TOYT,AVA,2011
1GB1WLE76NF338490,CHEV,   ,2022
WDDGF4HBXDR300825,MERZ,C  ,2013
1N6BA0EK2CN321008,NISS,   ,2012
WBA3A5G52FNS90517,BMW ,328,2015
3D73Y4CLXAG163650,DODG,   ,2010
3GTP2VE79CG128961,GMC ,   ,2012
1GKER13767J132103,GMC ,ACA,2007
1GC2CVCG1BZ284212,CHEV,   ,2011
JTENU5JR9N5999275,TOYT,4RN,2022
3GCPCREC2GG278885,CHEV,   ,2016
5NPEB4AC2BH308034,HYUN,SON,2011
          NP30746,ELGN,   ,2016
1GKS1DKL1MR401339,GMC ,YUK,2021
2GNALDEKXD1120306,CHEV,EQX,2013
1FTEX1CP2GFB29784,FORD,   ,2016
1FTZX176XWNA75187,FORD,   ,1998
KNAGM4A72F5622694,KIA ,OPT,2015
19XFC1F72LE016949,HOND,CIV,2020
1HTWCAAR68J053699,INTL,   ,2008
5N1AT3CA5MC704812,NISS,ROG,2021
1C4PJLDBXFW738063,JEEP,CHE,2015
1FTBF2A62CEA98770,FORD,   ,2012
1GC1KWEY4JF223611,CHEV,   ,2018
5GAKRBKD8EJ330742,BUIC,ENC,2014
2C3CDZBT5LH222938,DODG,CHL,2020
1GCHC23U62F131471,CHEV,   ,2002
1FTEX1C87HKD38195,FORD,   ,2017
1GKKNPLS6HZ250936,GMC ,ACA,2017
5TDYARAH3LS002559,TOYT,HDR,2020
KMHL64JA1PA271613,HYUN,SON,2023
4DRBUAAN79B079614,ICRP,   ,2009
1GC1KVE85FF150198,CHEV,   ,2015
2T3W1RFV9KW017375,TOYT,RAV,2019
5N1AZ2MG4FN291154,NISS,MUR,2015
19XFC2F51HE058878,HOND,CIV,2017
1GYEK63N82R222286,CADI,ESC,2002
1GCRWAEF4MZ331559,CHEV,   ,2021
1GNSCBKC2KR307954,CHEV,TAH,2019
JHMCM56683C086279,HOND,ACC,2003
5TFDW5F16BX205524,TOYT,   ,2011
4UZABRDT1GCHH7264,THOM,   ,2016
1HGCV3F25NA034138,HOND,ACC,2022
2C3CDXBG3JH121577,DODG,CHA,2018
1FTEW1E55KKE98802,FORD,   ,2019
1FTEW1CM1CKD68012,FORD,   ,2012
WBA7T2C01NCH70517,BMW ,740,2022
1GCEC14K3NE120366,CHEV,   ,1992
1GYKNHRS0NZ148935,CALC,   ,2022
1FTNE1EL8CDA23622,FORD,EC1,2012
1FTFW1E86MFA45797,FORD,   ,2021
3GNAXTEG5PS203175,CHEV,EQX,2023
JTHBA1D2XH5040476,LEXS,IS ,2017
1GC2KUEG3JZ320216,CHEV,   ,2018
5N1DL1HT2PC372666,INFI,QX6,2023
KMHWF35H04A062650,HYUN,SON,2004
JH4CU2F66AC031471,ACUR,TSX,2010
KMHCM36C28U103957,HYUN,ACC,2008
5UXKR2C59J0Z17455,BMW ,X5 ,2018
3FA6P0H79HR265511,FORD,FUS,2017
1GCGSBEN6K1171437,CHEV,   ,2019
1GKEK63U94J130879,GMC ,DEN,2004
1N6BD0CT1HN704450,NISS,   ,2017
3C7WRMBL9GG343056,RAM ,   ,2016
3N1AB7AP9HY367731,NISS,SEN,2017
4DRBUC8P6JB446011,ICBU,   ,2018
3GTU9FET7MG119582,GMC ,   ,2021
1HGCP36888A029938,HOND,ACC,2008
1C4RDJFG1MC642446,DODG,   ,2021
1FTBF2A68LEE72296,FORD,   ,2020
1FA6P8CF5F5369894,FORD,MUS,2015
1FT8W4DT0DEA99036,FORD,   ,2013
1B7HC16Y7TJ125928,DODG,   ,1996
JTHBA30G645038070,LEXS,ES ,2004
2C3KA63H08H245614,CHRY,300,2008
KL7CJLSB7JB564354,CHEV,TRA,2018
1GCWGAFPXJ1345337,CHEV,   ,2018
           QNPC21,QNPC,   ,2015
2GBEG25K1M4101410,CHEV,SPT,1991
5TDZK3EHXDS102846,TOYT,   ,2013
3GCPCSE00BG188382,CHEV,   ,2011
2J4FY29SXMJ106673,JEEP,   ,1991
1N4AA51E39C815061,NISS,MAX,2009
1FDLF47G4TEB27312,FORD,   ,1996
1FTEW1CF8HKD29149,FORD,   ,2017
1FTEW1E51KFA29649,FORD,   ,2019
1D3HB18P09S757218,DODG,   ,2009
1BAKGCPH8AF270524,BB  ,   ,2010
JN1BJ1CV5LW261048,NISS,ROG,2020
3TMCZ5AN9PM555272,TOYT,   ,2023
KNDJ23AU7N7164717,KIA ,SOU,2022
1FM5K7F82DGB51128,FORD,   ,2013
1C6SRFKT4LN310174,RAM ,   ,2020
1FM5K8AR8JGB11914,FORD,   ,2018
3ALACXCY2HDHZ3995,FRHT,   ,2017
2HGFA1F53AH571576,HOND,CIV,2010
1XKZDP9X3RJ327363,KW  ,   ,2024
1GC1CUEG4FF182669,CHEV,   ,2015
1D7RB1GPXBS632074,DODG,   ,2011
5TDYRKEC9MS019690,TOYT,SIE,2021
4T1B61HK6KU735656,TOYT,CAM,2019
1GCGC24R3WZ206332,CHEV,   ,1998
1N4AA5AP5EC486066,NISS,MAX,2014
1FTEW1E44LFC53295,FORD,   ,2020
1FTNR2CM0FKA07694,FORD,TCN,2015
1FMHK7F88BGA59368,FORD,XPL,2011
1C6RR6FG4KS594319,RAM ,   ,2019
5UXKR2C56F0H37389,BMW ,X5 ,2015
1FTEW1EF0HFB62307,FORD,   ,2017
5LMFU27536LJ09113,LINC,NAV,2006
JTJAM7BX8L5260405,LEXS,   ,2020
1HGCV1F30LA011926,HOND,ACC,2020
1GC1KUEG3FF574139,CHEV,   ,2015
1GCGSCEN7M1143686,CHEV,   ,2021
1FMJK1KT9MEA41324,FORD,EPD,2021
1GNEC16Z03J287919,CHEV,C15,2003
2T3W1RFV5MC114335,TOYT,   ,2021
WP1AA2AY6KDA07661,PORS,CAY,2019
3GCNWAEH2KG198779,CHEV,   ,2019
W1KWF8DB0LR602079,MERZ,C  ,2020
1FM5K8AB8MGB73126,FORD,   ,2021
2G1FB1E34E9246536,CHEV,CAM,2014
5XYRL4LC2NG144274,KIA ,SOR,2022
4JGFB4JB4PA925988,MERZ,GLE,2023
3GNAXPEX6LS603294,CHEV,EQX,2020
1G1ZG5ST9KF189120,CHEV,MAL,2019
1GNFC13C49R246577,CHEV,TAH,2009
1GCHC33J7YF517823,CHEV,   ,2000
ZACCJBCB3HPE47267,JEEP,RNG,2017
1FM5K7B80FGB66848,FORD,XPL,2015
      F10GUC82133,FORD,   ,1976
1N4AA5AP3DC807052,NISS,MAX,2013
JYARJ16EXCA025317,YAMA,MC ,2012
1FTWW32F2XEC68573,FORD,   ,1999
1FTEW1EG1HFA41391,FORD,   ,2017
1FTPW12565FA30006,FORD,   ,2005
1GDJG31U341121698,THOM,   ,2004
1FTBR1Y8XMKA46850,FORD,TRN,2021
1FMJK1KT2GEF44360,FORD,EPD,2016
3ALACXDT2FDGB1451,FRHT,   ,2015
5TFTY5F1XEX008401,TOYT,   ,2014
1FT7W2BT5NEC14007,FORD,   ,2022
JTHBL5EF5H5145834,LEXS,LS ,2017
      0787197F55Z,CHEV,BEL,1955
1FDXB80C6TVA00752,FORD,   ,1996
2T3W1RFV6LC054046,TOYT,RAV,2020
1FMCU0GXXEUA53675,FORD,ECP,2014
4UZABRDJ1BCAW1850,THAS,   ,2011
1GT02ZCG7DZ284347,GMC ,   ,2013
1GKKRRKD5GJ106469,GMC ,ACA,2016
2G1FJ1EW0F9180551,CHEV,CAM,2015
3ALACXFC4JDJX5029,FRHT,   ,2018
JTEZU5JR6A5012353,TOYT,4RN,2010
1GKKRSKD8EJ332560,GMC ,ACA,2014
JTEZU5JR8K5199774,TOYT,4RN,2019
2HNYD18885H523609,ACUR,MDX,2005
2HKRW2H93JH674510,HOND,CRV,2018
2T3J1RFV3PW344002,TOYT,RAV,2023
1C6RRECT2NN415337,RAM ,   ,2022
1C4SJSBP8PS549312,JEEP,WAG,2023
2G1WF55K5Y9253714,CHEV,IMP,2000
3GCUKSEC6EG455867,CHEV,   ,2014
4T1BF32K45U614374,TOYT,CAM,2005
2GTEK19K1S1586435,GMC ,   ,1995
5N1AA08A96N740913,NISS,ARM,2006
2FMPK3J93KBB77114,FORD,EDG,2019
1FMCU0C73CKA20077,FORD,ECP,2012
1FTBR1CG7MKA63748,FORD,TRA,2021
JTENU5JR1M5910734,TOYT,4RN,2021
    2R49W6P233922,PONT,BON,1976
3GCEC13J88G300111,CHEV,   ,2008
1GTHK23255F947478,GMC ,   ,2005
3GCPWCEK3MG100880,CHEV,   ,2021
2GCEC19V541172665,CHEV,   ,2004
JTJHZKEA0L2014248,LEXS,R35,2020
3N63M0YN5FK725500,CHEV,EXP,2015
1GTR1VEA4DZ208354,GMC ,   ,2013
3GCEC14X86G218086,CHEV,   ,2006
JF1ZNAA11F8701555,TOYT,SCI,2015
1FMZU61X0YUB64455,FORD,   ,2000
5TFRU54148X008374,TOYT,   ,2008
JTJYARBZXF2000582,LEXS,NX2,2015
1GCGC33R1VF027276,CHEV,   ,1997
5TENL42N82Z101707,TOYT,   ,2002
1FT7W2A62CEA45220,FORD,   ,2012
1GYFK63837R162858,CADI,ESC,2007
WBAVB17526NK36780,BMW ,32I,2006
1GCHC23K38F153886,CHEV,   ,2008
4T1BE32K16U729485,TOYT,CAM,2006
1G1FB1RX8J0179473,CHEV,CAM,2018
5TFRY5F15MX273610,TOYT,   ,2021
1FAHP3J28CL144971,FORD,FOC,2012
1FTFW1CT9CFA45203,FORD,   ,2012
1GKS1GKC5GR470749,GMC ,YUK,2016
5NMZU3LB4HH010939,HYUN,SAN,2017
5N1AL0MN7DC341803,INFI,JX3,2013
JTM16RFV6PD086136,TOYT,RAV,2023
3C3JY45X27T590780,CHRY,   ,2007
5YFS4MCE5MP063831,TOYT,COA,2021
1G1ND52J12M676944,CHEV,MAL,2002
1GCGC33RXWF057975,CHEV,   ,1998
1GNDV23157D219162,CHEV,RCN,2007
1FTFX1E59NKD75865,FORD,   ,2022
1GNALBEK9EZ111593,CHEV,EQX,2014
JN8AS5MT9DW554371,NISS,ROG,2013
WBADK8302J9888282,BMW ,528,1988
3FA6P0LUXDR206619,FORD,FUS,2013
3N1CN7AP3KL858736,NISS,VER,2019
1G6KD54Y34U167433,CADI,DEV,2004
4V4NC9TH9BN532635,VOLV,   ,2011
1GNDV23128D175915,CHEV,UPL,2008
1FVACXFC0NHNL1265,FRHT,   ,2022
1GKS1CE0XBR374926,GMC ,YUK,2011
WD3PE7CC8C5703989,MERZ,   ,2012
JN8AY2ND1H9010021,NISS,ARM,2017
1GTU9DED5KZ106243,GMC ,   ,2019
4UZCXH111LGLY2786,MIFU,   ,2020
2G1FC1E36D9188652,CHEV,CAM,2013
KMHCT4AE5EU607609,HYUN,ACC,2014
1T7HT3B2411098989,THAS,   ,2001
1GCPKSE79CF208177,CHEV,   ,2012
1FTRF17W3XKB19164,FORD,   ,1999
1HGCR2F56FA141581,HOND,ACC,2015
1GBG5U1236F409353,JAYC,   ,2006
1G1FB3DSXL0106261,CHEV,CAM,2020
1C6RR7NT8GS330354,RAM ,   ,2016
3GCEC14XX6G153628,CHEV,   ,2006
1FT7W2BT2JEC86888,FORD,   ,2018
JM1BL1SF9A1143600,MAZD,3  ,2010
1D7HA18N03S283505,DODG,   ,2003
JTJAM7BX6L5241187,LEXS,460,2020
5UX43DP05N9M35863,BMW ,X3 ,2022
1FTFW1EFXBFD21524,FORD,   ,2011
1FTBR3U84PKB39479,FORD,TRN,2023
2T3H1RFV4KC028181,TOYT,   ,2019
3GTU2VEC4EG440320,GMC ,   ,2014
1FTPX14V79KB89334,FORD,   ,2009
2FAFP71V78X155351,FORD,CVC,2008
1G1ZB5ST7NF215832,CHEV,MAL,2022
WAUH3AFC8JN039051,AUDI,A6 ,2018
5N1AT2MT9GC843484,NISS,RGE,2016
1J4RS6GG1BC723598,JEEP,GRA,2011
2GKALMEK8G6175387,GMC ,TRN,2016
5NPE34AF0KH774133,HYUN,SON,2019
1FTNE1ZM8FKA33084,FORD,TCN,2015
1FMSK7DH1NGB72107,FORD,XPL,2022
WD3PE7CD5FP144127,MERZ,   ,2015
4TAPM62N6XZ504813,TOYT,   ,1999
1C6RR6NT4HS847615,RAM ,   ,2017
1GKS1GKC2HR121887,GMC ,YUK,2017
1HGCR2F32GA136197,HOND,ACC,2016
5UXTY3C02LLE55228,BMW ,   ,2020
1FTFW1EF5EFC53315,FORD,   ,2014
JTDKBRFUXJ3059364,TOYT,PRI,2018
3GTP1MEC8HG206597,GMC ,   ,2017
1FTBW9CK9NKA13110,FORD,   ,2022
5XYZU3LB0GG333457,HYUN,SFE,2016
1GCRCRECXFZ397744,CHEV,   ,2015
2HSCEAHR61C073317,INTL,   ,2001
2GTEC19T641371500,GMC ,   ,2004
1FTNX20F9YEC24996,FORD,   ,2000
4UZABRCT08CZ29863,FRHT,   ,2008
2GBJG31M2C4150139,ROKW,   ,1982
1HVLNHGL1GHA49519,INTN,   ,1986
55SWF4JB6JU269170,MERZ,170,2018
1GCRWBEH3KZ378375,CHEV,   ,2019
3D7ML48A97G829819,DODG,   ,2007
1GC4YPEY3LF124363,CHEV,   ,2020
4S4WMAHD2K3479403,SUBA,ASC,2019
5NPD74LF3KH466774,HYUN,ELA,2019
1GCWGAFBXK1238052,CHEV,EXP,2019
1FT7W2B64LEC67319,FORD,   ,2020
5N1AT3CA4MC821913,NISS,ROG,2021
5TFAZ5CN4LX092501,TOYT,   ,2020
WDDGF4HB6CR220372,MERZ,C25,2012
1FTFX1E40LKD12352,FORD,   ,2020
1BAKGCEH0KF356673,BLUB,   ,2019
2HKRW1H98JH512852,HOND,   ,2018
2GCEC19K2L1219199,CHEV,   ,1990
1XP5DBEX2LN291621,PTRB,   ,1990
3C6UR5FL3EG155433,RAM ,   ,2014
1GTR1MEC7GZ120172,GMC ,   ,2016
5YFBU4EE3CP052502,TOYT,COA,2012
MAJ3S2GE9LC395177,FORD,ECO,2020
5J8YD9H49PL004903,ACUR,MDX,2023
1FTEX1CP7GKE64790,FORD,   ,2016
1HGCV1F12KA045606,HOND,ACC,2019
JKALEEC1XCDA06396,KAWK,   ,2012
5XXG64J25PG196093,KIA ,K5 ,2023
58AGZ1B11MU098037,LEXS,ES ,2021
2C4RC1BG3PR521440,CHRY,PCF,2023
1FTEW1CF9GKD85759,FORD,   ,2016
WA1CVAF13KD018017,AUDI,Q8 ,2019
1G1JC5247W7272045,CHEV,CAV,1998
1C4GJWAG2DL552727,JEEP,WRA,2013
1GKUCKE06AR102739,GMC ,YUK,2010
2C3CDZAG1HH598516,DODG,CHA,2017
1GNFC16047J156729,CHEV,C15,2007
1HGCV1F13LA086540,HOND,ACC,2020
3GTP1NEC7HG291809,GMC ,   ,2017
1VWSA7A35MC004733,VOLK,PAS,2021
3GNTKGE76DG270400,CHEV,   ,2013
2G1WC583781266959,CHEV,IMP,2008
1HTMMAAN54H615725,INTL,   ,2004
1FTWW31P26EC27904,FORD,   ,2006
      3F05Q180884,FORD,   ,1973
3GTU2NEC5JG538668,GMC ,   ,2018
JA4MW51R52J070031,MITS,MON,2002
1GNEC13Z82R295951,CHEV,TAH,2002
1GKS2CKL6PR241566,GMC ,YUK,2023
1FTFW1ET5DKF18889,FORD,   ,2013
1GCHK29K97E575840,CHEV,   ,2007
3TMAZ5CN2KM102043,TOYT,   ,2019
1C4RJEBG8JC289298,JEEP,GRC,2018
2T2YZMDA8NC332537,LEXS,RX ,2022
JN8AZ2NC3F9370926,INFI,Q80,2015
WDD3G4EB1LW036748,MERZ,   ,2020
5XYZW3LA8DG037230,HYUN,   ,2013
4UZABRFCXKCKB1557,THOM,   ,2019
WVGBV7AX1GW505417,VOLK,TIG,2016
1FD0W5HT1DEB25992,FORD,   ,2013
1FTEW1EG9HKD53191,FORD,   ,2017
2MEFM75W92X652560,MERC,GRA,2002
1FMRU15L51LB62089,FORD,EPD,2001
1FTFW1CF1DKE59739,FORD,   ,2013
3C7WRSBJ0JG376134,RAM ,   ,2018
5GTMNGEE0A8119047,HUMM,HU3,2010
2GCUDDED9N1518726,CHEV,   ,2022
1GNERGKWXKJ107910,CHEV,TVS,2019
2GCHK39KXN1176410,CHEV,   ,1992
2NKHHM6X4MM460115,KW  ,   ,2021
1HD1BZB144Y036465,HD  ,   ,2004
1GKKNKLA6MZ149237,GMC ,ACA,2021
1FTFW1ET9EKG02733,FORD,   ,2014
5FNYF5H22MB029317,HOND,PLT,2021
2C3CDXHG4DH584484,DODG,CHA,2013
1GCEC19V76Z220189,CHEV,   ,2006
1GNSCKKC5FR741663,CHEV,   ,2015
3GCPCREC4FG164708,CHEV,   ,2015
WDC0G4JB4JF303665,MERZ,   ,2018
1GB0CVCL4CF125468,CHEV,   ,2012
1GCEC14X96Z272660,CHEV,   ,2006
1FTVX1CF2DKG11939,FORD,   ,2013
3GNTKGE70DG170258,CHEV,   ,2013
1FT7W2B63KEF95345,FORD,   ,2019
3C6UD5ML5CG119709,DODG,   ,2012
5FNRL5H68GB161843,HOND,ODY,2016
5TFAZ5CNXLX094558,TOYT,   ,2020
3N1CN7APXHL831638,NISS,VER,2017
1D7HA182X8J173015,DODG,   ,2008
WBAAD2303H8840137,BMW ,325,1987
1FDFE4FS5KDC19068,ELCO,   ,2019
5GAERBKW2MJ147771,BUIC,   ,2021
2GNAXKEVXL6236304,CHEV,EQX,2020
1C6RR6FT5ES102074,RAM ,   ,2014
1GDHC24U13Z246800,GMC ,   ,2003
1GNKRFED6CJ173878,CHEV,TRV,2012
1C6RR6ST6KS661411,RAM ,   ,2019
1FAHP2MK0GG134519,FORD,TAU,2016
1GKS1JKL6PR257161,GMC ,YUK,2023
1GKS2CKD0MR210821,GMC ,YUK,2021
JTDKN3DU5C5460996,TOYT,PRI,2012
2CNDL13F776241999,CHEV,EQX,2007
      F10AL802651,FORD,   ,1966
1GAZGPFG3L1167234,CHEV, NA,2020
3C6UR5HL5NG272699,RAM ,   ,2022
3GNEC16T4YG192719,CHEV,C15,2000
1FDBF2A6XCEB31574,FORD,   ,2012
1GKS1BKC4KR105491,GMC ,   ,2019
1GCWGGBA1B1141452,CHEV,   ,2011
5NMSH13E57H015473,HYUN,SFE,2007
5FNYF5H92LB022766,HOND,PIL,2020
4T1B11HK3KU227384,TOYT,CAM,2019
1GNSCCKC4GR414422,CHEV,TAH,2016
3FCNF53S2XJA15137,WINN,   ,1999
1FTSS34F7WHB80042,FORD,EC3,1998
1GKEC13Z93J344300,GMC ,YUK,2003
5XXGU4L35GG074930,KIA ,OPT,2016
2GCEK19R9W1107410,CHEV,   ,1998
